"","date","brand","lastPrice","ticker","shoeName","tradeVolmn","shoeDesc","tradeRange","shoeVol","pricePrem"
"45","2018","adidas",160,"EQT9118-PSADV","adidas EQT 91-18 Packer Shoes Adventure","Size: 12",NA,"Trade Range (12 Mos.)US$ 144 - US$ 176",10.2,3.2
"46","2018","adidas",45,"AD-NR1SBKGY","adidas NMD R1 STLT Black Grey","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 37 - US$ 53",18.1,-73.5
"47","2018","adidas",109,"AD-UBCPWTBL","adidas Ultra Boost Clima Parley White Blue","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 101 - US$ 117",7.7,-45.5
"48","2018","adidas",300,"UB4-SEL88","adidas Ultra Boost 4.0 Seoul 1988","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 259 - US$ 341",13.5,NA
"49","2018","adidas",315,"AD-NMDR1NCBK","adidas NMD R1 Neighborhood Core Black","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 282 - US$ 348",10.3,57.5
"50","2018","adidas",51,"AD-NR1SHRBL","adidas NMD R1 STLT High Resolution Blue","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 44 - US$ 58",14.1,-70
"51","2018","adidas",57,"PRPHR-OLV","adidas Prophere Trace Olive","Size: 11",NA,"Trade Range (12 Mos.)US$ 49 - US$ 65",13.7,-52.5
"52","2018","adidas",61,"SBKV-BLKWHTGM","adidas Sobakov Black White Gum","Size: 13",NA,"Trade Range (12 Mos.)US$ 48 - US$ 74",21.8,-56.4
"53","2018","adidas",260,"EBA-BBCHBHD","adidas EQT Bask Adv Billionaire Boys Club x Neighborhood","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 227 - US$ 293",12.6,NA
"54","2018","adidas",279,"DAME4-BAPECAMO","adidas Dame 4 A Bathing Ape Camo","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 242 - US$ 316",13.3,86
"55","2018","adidas",415,"HMNRCNMD-CREAM","adidas Human Race NMD Pharrell Blank Canvas","Size 7","You might see these crisp white adidas NMD Human Race Blank Canvas and be tempted to start rescheduling your BBQ dinner plans, but then you’d be missing the point. Created to honor the Hindu celebration of Holi, also known as the festival of colors, the “Blank Canvas” name is intentional, as these were specifically designed by Pharrell and adidas to be covered in the festival’s colorful powders. As a bonus, they were also built to be insanely comfortable. Featuring an all white Primeknit upper, white lining, white laces, and its signature Boost midsole, this pair continued to build on the momentum of Pharrell’s now insanely popular silhouette. These dropped in February of 2018 for $250 and have remained one of StockX’s most popular items, continually selling well above retail. Those feeling festive can place a Bid or Ask on these today and add the adidas NMD Human Race Blank Canvas to their portfolio.","Trade Range (12 Mos.)US$ 393 - US$ 437",5.2,66
"56","2018","adidas",62,"AD-NMDR1NCG","adidas NMD R1 Night Cargo Glitch","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 49 - US$ 75",21.3,-63.5
"57","2018","adidas",84,"AD-NMDR1BKG","adidas NMD R1 Black Glitch","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 73 - US$ 95",13.6,-50.6
"58","2018","adidas",100,"ADINMDRCR-JUICE","adidas NMD Racer Juice HK","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 93 - US$ 107",6.8,-54.5
"59","2018","adidas",105,"AD-UB4PC","adidas Ultra Boost 4.0 Parley Carbon","Size: 12","Sustainable sneakers that can still stunt? The adidas Ultra Boost 4.0 Parley Carbon
prove it is possible. With a Primeknit upper consisting of 85% Parley Ocean Plastic, an innovative material created from upcycled waste, the shoe is literally and figuratively green. The shoes also feature BOOST tooling, Continental rubber outsole, and an NFC chip in the right shoe providing exclusive info about plastic pollution via your smartphone. If you’re looking for a pair to rock on Earth Day, Bid on these today.","Trade Range (12 Mos.)US$ 90 - US$ 120",14.5,-47.5
"60","2018","adidas",150,"YUNG1-HIRSORNG","adidas Yung-1 Hi-Res Orange","Size: 5.5","The Adidas Yung-1 is one of the Three Stripe’s hottest and newest sneakers. This particular colorway is dressed in an eye-popping hi-res orange and shock yellow. Adidas went into the vault on this silhouette, drawing inspiration from the Falcon Dorf, a 1997 heritage running model. Retailing at $130, this pair dropped in June, 2018.","Trade Range (12 Mos.)US$ 122 - US$ 178",18.6,15.4
"61","2018","adidas",110,"NMD1-D2MRN","adidas NMD R1 SNS Datamosh 2.0 Maroon","Size 9",NA,"Trade Range (12 Mos.)US$ 93 - US$ 127",15.8,-38.5
"62","2018","adidas",125,"AD-UB5THABK","adidas Ultra Boost 5th Anniversary Black","Size: 12",NA,"Trade Range (12 Mos.)US$ 115 - US$ 135",7.9,-43.2
"63","2018","adidas",146,"ADIULBST4-GRY4","adidas Ultra Boost 4.0 Grey Four","Size: 12.5",NA,"Trade Range (12 Mos.)US$ 132 - US$ 160",9.7,-18.9
"64","2018","adidas",209,"YNG1-TRGRY","adidas Yung-1 Triple Grey","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 188 - US$ 230",10,74.2
"65","2018","adidas",172,"AD-CBLXPAPK","adidas Crazy BYW LVL X Pharrell Ambition Pink","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 153 - US$ 191",11.2,-31.2
"66","2018","adidas",70,"AD-THPHO","adidas Tennis HU Pharrell Holi Oreo","Size: 10",NA,"Trade Range (12 Mos.)US$ 63 - US$ 77",10.5,-46.2
"67","2018","adidas",95,"FLCN-CRBLKLTPNKW","adidas Falcon Core Black Light Pink (W)","Size 6",NA,"Trade Range (12 Mos.)US$ 83 - US$ 107",12.2,-5
"68","2018","adidas",66,"AD-CSNBCBK","adidas Chop Shop Neighborhood Core Black","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 55 - US$ 77",15.9,-67
"69","2018","adidas",130,"YUNG1-CLLGTNVY","adidas Yung-1 Collegiate Navy","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 105 - US$ 155",19.1,NA
"70","2018","adidas",101,"SLHUGL-PCRBKW","adidas Solar Hu Glide Pharrell Core Black (W)","Size 9",NA,"Trade Range (12 Mos.)US$ 79 - US$ 123",22.1,-32.7
"71","2018","adidas",185,"AD-UB4PRWT","adidas Ultra Boost 4.0 Parley Running White","Size: 12",NA,"Trade Range (12 Mos.)US$ 169 - US$ 201",8.4,-7.5
"72","2018","adidas",120,"THV2-PWBBC","adidas Tennis Hu V2 Pharrell x Billionaire Boys Club","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 90 - US$ 150",24.6,-7.7
"73","2018","adidas",270,"AD-UB1UNDFTD","adidas Ultra Boost 1.0 UNDFTD Black","Size: 6.5","You’re never taking another L with these Undefeated adidas Ultra Boosts on your feet. Made in collaboration with LA-based retailer, Undefeated in core black and footwear white, they feature a black-based upper with white “UNDFTD” branding across the mid-foot, the tongue tag, and insoles. A black cage and white Boost cushioned sole finishes this pair off. They were released in April of 2018 in men’s sizes. Place a Bid or Ask for these Undefeated adidas Ultra Boosts on StockX today.","Trade Range (12 Mos.)US$ 245 - US$ 295",9.4,NA
"74","2018","adidas",259,"OZWGO3-BRGNDY","adidas Ozweego 3 Raf Simons Burgundy","Size 9",NA,"Trade Range (12 Mos.)US$ 227 - US$ 291",12.4,-26
"75","2018","adidas",133,"AD-UB4CC2","adidas Ultra Boost 4.0 Cookies & Cream 2.0","Size: 7.5",NA,"Trade Range (12 Mos.)US$ 111 - US$ 155",16.3,-26.1
"76","2018","adidas",150,"TWNSTRK-OH","adidas Twinstrike Oyster Holdings","Size 8",NA,"Trade Range (12 Mos.)US$ 115 - US$ 185",23.4,-33.3
"77","2018","adidas",105,"HRDN2-MVP18","adidas Harden Vol. 2 MVP (2018)","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 82 - US$ 128",21.9,NA
"78","2018","adidas",141,"AD-TTAWLBW","adidas Turnout Trainer Alexander Wang Light Brown","Size: 10.5","Alexander Wang and Adidas continue their established partnership with the Adidas Turnout Trainer. Dropping into two colorways, this particular pair features light brown, chalk white, and core black. Continuing with the chunky shoe trend, this model prominently displays a thick midsole and utilizes an upside-down trefoil logo on the ankle collar. The Alexander Wang x Adidas Turnout Trainer released in June, 2018, for $250.","Trade Range (12 Mos.)US$ 121 - US$ 161",14.5,NA
"79","2018","adidas",160,"SS-RSCRM","adidas Stan Smith Raf Simons Cream","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 114 - US$ 206",28.7,-46.7
"80","2018","adidas",550,"AD-AE4DAG","adidas AlphaEdge 4D Ash Green","Size: 10",NA,"Trade Range (12 Mos.)US$ 418 - US$ 682",24,83.5
"81","2018","adidas",301,"ADIULBST-CRMWT","adidas Ultra Boost 1.0 Cream White","Size: 11",NA,"Trade Range (12 Mos.)US$ 280 - US$ 322",6.9,50.5
"82","2018","adidas",389,"ADINMDHUPW-YTH","adidas Pharrell NMD HU China Pack Youth (Green)","Size: 9.5","Available exclusively in China at release...until now, the youth green adidas Pharrell NMD HU is an instant classic. One of four colorways in the China Pack, the youth version features white Boost midsoles, EVA insert overlays, lacing cage system and trail rubber outsoles to complete the design altogether. The right shoe features “YOUTH” lettering while the left shoe has the same word in Chinese lettering. These dropped in May of 2018 and were only available at select adidas originals stores in China. If you want to add an unforgettable piece to your collection, place a bid on these today.","Trade Range (12 Mos.)US$ 299 - US$ 479",23.1,55.6
"83","2018","adidas",NA,"NMDHU-NERDGRYL","adidas NMD Hu Pharrell NERD Green Yellow","Size: 7.5",NA,"Trade Range (12 Mos.)US$ 943 - US$ 1,257",14.3,340
"84","2018","adidas",950,"Y3RN4D2-BK","adidas Y-3 Runner 4D II Black","Size 9","Keep your fit looking like it’s straight of Minority Report with the adidas Y-3 Runner 4D II. This version of the futuristic adidas classic features a full Black Primeknit upper and Yohji Yamamoto embroidery on the heel, not to mention a unique cording design in place of the signature adidas Three Stripes. These shoes also feature Y-3 branding on the tongue, leather overlays, and are topped off with a 4D printed midsole to finish off the design. These dropped in September of 2018 and retailed at $600. If you love the look of the 4D Runner, you need to hit that Bid button today.","Trade Range (12 Mos.)US$ 890 - US$ 1,010",6.3,58.3
"85","2018","adidas",39,"STAN-PWHOLIGRN","adidas Stan Smith Pharrell Holi Green","Size: 11",NA,"Trade Range (12 Mos.)US$ 31 - US$ 47",20,-58.9
"86","2018","adidas",40,"AD-DCWTCBK","adidas Deerupt Cloud White Core Black","Size: 13",NA,"Trade Range (12 Mos.)US$ 32 - US$ 48",20.4,-60
"87","2018","adidas",59,"ADINMD1-BLKYLLW","adidas NMD R1 STLT Black Yellow","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 54 - US$ 64",8.6,-65.3
"88","2018","adidas",62,"AD-NMDR1SSPCBK","adidas NMD R1 STLT Stealth Pack Core Black","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 56 - US$ 68",8.9,-55.7
"89","2018","adidas",70,"CNTNTL-CLRPNK","adidas Continental Clear Pink","Size: 11",NA,"Trade Range (12 Mos.)US$ 65 - US$ 75",7.8,-12.5
"90","2018","adidas",80,"HRDN2-TRFFCJM","adidas Harden Vol. 2 Traffic Jam","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 60 - US$ 100",25.3,-42.9
"91","2018","adidas",85,"AD-NCPBLS","adidas NMD CS1 Parley Blue Spirit","Size 9",NA,"Trade Range (12 Mos.)US$ 76 - US$ 94",10.6,-61.4
"92","2018","adidas",78,"AD-CBYWLVL1BC","adidas Crazy BYW LVL 1 Black Carbon","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 69 - US$ 87",10.9,-61
"93","2018","adidas",94,"AD-Z500RGYFCO","adidas ZX 500 RM Grey Five Clear Orange","Size: 11",NA,"Trade Range (12 Mos.)US$ 82 - US$ 106",12.5,-32.9
"94","2018","adidas",81,"ADINMD1-NRGINK","adidas NMD R1 Energy Ink","Size: 12",NA,"Trade Range (12 Mos.)US$ 67 - US$ 95",16.8,-42.1
"95","2018","adidas",103,"HRDN2-NGHTMRE","adidas Harden Vol. 2 Nightmare","Size: 14",NA,"Trade Range (12 Mos.)US$ 89 - US$ 117",13.5,-31.3
"96","2018","adidas",75,"AD-NMDR1-MAGN","adidas NMD R1 Marble Aero Green","Size 9","On this Adidas NMD R1 Marble Aero Green, The Three Stripes opts to remove the three stripes, getting rid of any branding on the side panels. Instead, a green and white tie dye pattern covers the black Primeknit upper. Finally, black and white rope laces work their way up the black leather aglets. This minty fresh pair of NMDs released in July 2018 for $170.","Trade Range (12 Mos.)US$ 58 - US$ 92",22.1,-55.9
"97","2018","adidas",98,"ADIULBSTM-PRTYP","adidas Ultra Boost Mid Prototype","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 86 - US$ 110",11.9,-55.5
"98","2018","adidas",90,"AD-PDPRSIL","adidas Pureboost DPR Solebox Italian Leathers","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 70 - US$ 110",21.7,-59.1
